Title,Authors,volumeInfo.description,volumeInfo.pageCount,volumeInfo.categories,volumeInfo.averageRating,volumeInfo.ratingsCount,volumeInfo.imageLinks.thumbnail,volumeInfo.previewLink,volumeInfo.subtitle,BuyLink
Illuminati Bible of Divine Light: Part one,['Sorin Cerin'],"With the appearance of my first philosophical studies but also of aphorisms, I initially published the book entitled Bible of the Light and then a more complete form of the book Bible of the Light was the book entitled The Illuminati Bible, so that in present to publish the full form of the Bible, which I felt that it will be perfected with the help of God, and which I decided to call the Illuminati Bible of Divine Light. Some will wonder why I chose this name of The Illuminati Bible starting with that book published in 2014, the content of which is also in this book called the Illuminati Bible of Divine Light which in turn contains many other parts? Simple. Firstly because I wanted to help, in Good, the Karma of this World, because Illuminati and Enlightenment are spoken of in negative terms, and secondly because Illuminati comes from Enlightenment, and true Enlightenment cannot bring the Evil, nor can it be the Evil, vile. True Enlightenment must be based only on Good and never on bringing the Evil as the supreme Wickedness. Therefore, in order to improve the Karma of Mankind, I show that Enlightenment does not consist in Wickedness but in combating Wickedness. The enlightened ones cannot be a hidden group of people who lead humanity out of the shadows committing all sorts of evils and abuses to maintain power.These people are by no means Enlightened but Dark. If there really are some in such a situation then they use the term Illuminati or Enlightened falsely. How, just as Dark are those who dirtyly attack on the true Illuminati or Enlightened only out of obscure interests of a religious nature, for fear that the Enlightened ones might open the souls of the People and show them the Way to the Truth from which some high prelates that are at the head of certain churches flee, who are afraid that, if the Truth would be found, they will lose both their financial and their decision-making power. I believe that the future will belong to those truly Enlightened, the true Illuminati. A thing is to use Evil to bring through it, Good and another is to use Evil to bring through it the Wickedness. The true Enlightened and not Dark are those who understand that the Evil can only be used for Good when he can do it, and the Good only for the Evil less Evil, when the Good itself can lead to destruction, disaster or pain. The real Bad People, the Dark Ones, are the ones who use both Good and Evil to do as much as possible Evil and not Good. Mankind must understand that the Evil and Good, the God and the Devil are an Entity with two distinct characteristics, an Entity that defines our True God, that is, our Creator Factor and Unique-Incidentally. Therefore, in order to improve the Karma of this World, we will have to pray to the Universal Consciousness formed by the Universal Pure Language.That is, to pray to the Divine Light of all the Worlds, the Supreme God of Intelligence, which to inspire our thoughts so that to use in moderation both Good and Evil, for the ultimate purpose of doing and bringing through us as much as possible Good. Why didn't I let in continuation the name of the Illuminati Bible and to this new, much deeper work of the Bible and call it the Illuminati Bible of Divine Light ? Because compared to the other book called the Illuminati Bible, the Illuminati Bible of Divine Light contains in addition to the content of that book many other new chapters that appeared with the new Wisdom Collections or with the final form of the Coaxialism.(Sorin Cerin)",542.0,['Philosophy'],5.0,2.0,http://books.google.com/books/content?id=B-Y-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=B-Y-EAAAQBAJ&printsec=frontcover&dq=Action+%26+Adventure&hl=&as_brr=1&cd=409&source=gbs_api,,No link available
Illuminati Bible of Divine Light,['Sorin Cerin'],"The present book entitled the Illuminati Bible of Divine Light is a work of philosophy that deepens both ontological and gnoseological themes, regarding the Existence of God and implicitly ours. I have said many times, so far, that philosophy is the religion of the future.At the base of the Illuminati Bible of Divine Light is the philosophical-religious system called Coaxialism, published in its final form in the book entitled Coaxialism - Final Edition, but also the Collection of Wisdom consisting of 16,777 aphorisms structured according to certain themes, published in its final form in the book entitled, The Wisdom Collection: 16. 777 Philosophical Aphorisms- 2020 Edition. The God of the Illuminati Bible of Divine Light is not a dictatorial God who demands total submission from Man so that Man can benefit from a Paradise after Death, but is a God of Man's rediscovery in his own Self. The God of this World is the Creator Factor and Unique-Incidentally, who is defined through a Meaning that forms a Word. In the Parallel Universes there are an infinity of Creator Factors and Unique-Incidentally where each one in part is a Meaning that in turn determines a Word in the respective Universe, Word from which the respective Universe was formed, as well as our Universe in turn, was formed from the Word of our own Creator Factor and Unique -Incidentally. The totality of the Creator Factors and Unique-Incidentally, that is, the totality of the Meanings which determine, in their turn, each in part, a Word, form the Universal Pure Language, which in its totality determines the Consciousness Unique and Incidentally of the Universal Unique Expression which is the Supreme God, the Supreme Intelligence of all Universes whose number is infinite as is infinite and the number of the Words defined in turn, each in part, by the Creator Factors and Unique -Incidentally. The Unique-Incidentally Consciousness of the Universal Unique Expression always KNOWS where it is and what namely it does, each atom in part, each elementary particle in part, from each Universe which in turn together with all the other Universes makes up the infinity of Universes. I have always said that we are from before us, that is, we are a reflection of what was and from here comes the Destiny that cannot be changed, and the Free Will is an Illusion from the great range of the Illusions of Life. Everything that will Happen in our Future has Happened and has been in our Past before it was Time. Thus, the spiritual Energy of our Soul is allowed to pass through the Happenings that the Illusion of our own Life renders to us as being something new, even though they were, long before us. We are a quantum of energy, which flows through a reflection of the World that was before Time, a World through whose reflection we flow in the so-called Present, with our own spiritual energies of the Soul, having the false sensation of, Time, Past, Present and Future. From this flowing of ours, through the reflection of ​that World in the Mirror of Knowledge, we have the feeling that we are living our own Life even though in reality we are living our own Illusion of Life. In conclusion, we are only a quantum of energy which flows through the reflected images of the World that was somewhere - sometime, from before Time. As those images of the World in whose reflection we have the Illusion that we live cannot be changed, so neither our Destiny cannot be changed, because it flows once with the spiritual energies of our Souls, through the images of that World, which cannot be changed by us, because that World was before us. Thus, precisely the Illusion of Life that gives us the so-called Free Will, he which in reality does not exist, she, the Illusion of Life is the one that can help us to improve or worsen the spiritual energy of our Soul. Hence, results the necessity of the Illusion of Life in this World. Thus, once we travel through this World with Happenings that were long Before we believed that it Happens, accompanied by the Illusion of Life that makes us believe in the existence of Free Will, we go through, all sorts of Trials, that are the spiritual relief forms of this World, which is a reflection of what was, somewhere - sometime and from here comes the ineffable Destiny. Destiny is ineffable because it cannot be changed, because neither the World through whose reflection we pass can never be changed. Thus, the religions that have developed in this World, did not appear Incidentally, but they existed in the Initial World that was reflected in the Mirror of our Knowledge, a World that was, long Before us. In that World was also Jesus Christ, and the other Great Prophets such as the Prophet Muhammad, the Buddha, Moses, etc. What Happened on Earth, that is, in our World, was that some Souls who were so spiritually perfect had the approval of God, to travel through this World in the bodies of these Great Prophets, just as each of us have the acceptance of God, to travel through this World in our own bodies, which are some vehicles that take us from the destination of Birth to the destination of Death. These vehicles which are our bodies, they too, are, in turn, a reflection of a World that was long Before us. Due to these things, every Man is born under the specter of a certain Religion which has been left so by God through Destiny to Happen. The appearance of the Great Prophets was due to the Destiny. Jesus Christ, did not appear from Nothingness, Incidentally in our World, but was left namely to Happen in this way, by God, because God is the one who let the Mirror of Knowledge through which we to can become Aware of this World. That's exactly why every Man is good to follow the Religion existing in the area where he was born and to respect the Religions of other People born in other areas where there are other kinds of Religions, until these will be replaced or not, by other Religions, or philosophical and religious systems, with the Will of God, that is, on the understanding of some, in a natural way and not forced by anyone. Even Atheism is in itself a Religion, precisely through the fact that it is based on a certain Faith, where God is represented through the Laws of the Universe. It has been speculated about me that in the book The Evil I do not make a clear distinction between the Evil necessary for the existence of Good, and the Devil. Evil is necessary for the existence of Good just as Good is necessary for the existence of Evil. Evil can often be a far greater Good than Good and vice versa, Good can sometimes be a far greater Evil than Evil. Instead with what I do not agree and can really be considered an Evil that can be Devilish, is for example Wickedness. About wickedness, I have developed an entire chapter in the book entitled The Far Future of Mankind, Philosophical Aphorisms, the Chapter of Wickedness, aphorisms 1-227, a book which in turn is part of The Wisdom Collection : 16,777 Philosophical Aphorisms, which in turn is part from this book entitled The Illuminati Bible of Divine Light. Thus, Wickedness is something demonic which must be combated, because the Evil it brings does not serve the Good than in a much lesser extent, than the Good could serve, the Evil from this Wickedness. If we are to attribute Wickedness to the Devil, then we must certainly avoid him, as much as we can. In conclusion, Evil and Good are the attributes of God when Evil can help the Good and of the Devil when Evil can not help the Good than an even greater Evil. There is all sorts of speculation concerning the fact that I would have stated in Coaxialism that Man thinks only with a tiny percentage of the brain. ​I even said that Man does not think than with 2 percent from his brain. I stated this in the context in which I wanted to express that only a tiny percentage of the cognitive total we use would have any connection with the Absolute Truth through this interweaving of Illusions of the Life through which we travel during our own Life. In reality, I think that, that two percent percentage is very high and in reality it would not be, not even that much. And the brain in turn, is also an Illusion from the arsenal of the Illusions of Life, so the so-called ability of the human brain to process data is an Illusion as great, as our own Illusion of Life is. It is irrelevant whether or not Man uses his entire brain in the thought process once his entire thought process is subjected to the Illusion of Life and due to this fact the Man's thinking is not anchored by even two percent to the Absolute Truth. With the appearance of my first philosophical studies but also of aphorisms, I initially published the book entitled Bible of the Light and then a more complete form of the book Bible of the Light was the book entitled The Illuminati Bible, so that in present to publish the full form of the Bible, which I felt that it will be perfected with the help of God, and which I decided to call the Illuminati Bible of Divine Light. Some will wonder why I chose this name of The Illuminati Bible starting with that book published in 2014, the content of which is also in this book called the Illuminati Bible of Divine Light which in turn contains many other parts? Simple. Firstly because I wanted to help, in Good, the Karma of this World, because Illuminati and Enlightenment are spoken of in negative terms, and secondly because Illuminati comes from Enlightenment, and true Enlightenment cannot bring the Evil, nor can it be the Evil, vile. True Enlightenment must be based only on Good and never on bringing the Evil as the supreme Wickedness. Therefore, in order to improve the Karma of Mankind, I show that Enlightenment does not consist in Wickedness but in combating Wickedness. The enlightened ones cannot be a hidden group of people who lead humanity out of the shadows committing all sorts of evils and abuses to maintain power.These people are by no means Enlightened but Dark. If there really are some in such a situation then they use the term Illuminati or Enlightened falsely. How, just as Dark are those who dirtyly attack on the true Illuminati or Enlightened only out of obscure interests of a religious nature, for fear that the Enlightened ones might open the souls of the People and show them the Way to the Truth from which some high prelates that are at the head of certain churches flee, who are afraid that, if the Truth would be found, they will lose both their financial and their decision-making power. I believe that the future will belong to those truly Enlightened, the true Illuminati. A thing is to use Evil to bring through it, Good and another is to use Evil to bring through it the Wickedness. The true Enlightened and not Dark are those who understand that the Evil can only be used for Good when he can do it, and the Good only for the Evil less Evil, when the Good itself can lead to destruction, disaster or pain. The real Bad People, the Dark Ones, are the ones who use both Good and Evil to do as much as possible Evil and not Good. Mankind must understand that the Evil and Good, the God and the Devil are an Entity with two distinct characteristics, an Entity that defines our True God, that is, our Creator Factor and Unique-Incidentally. Therefore, in order to improve the Karma of this World, we will have to pray to the Universal Consciousness formed by the Universal Pure Language.That is, to pray to the Divine Light of all the Worlds, the Supreme God of Intelligence, which to inspire our thoughts so that to use in moderation both Good and Evil, for the ultimate purpose of doing and bringing through us as much as possible Good. Why didn't I let in continuation the name of the Illuminati Bible and to this new, much deeper work of the Bible and call it the Illuminati Bible of Divine Light ? Because compared to the other book called the Illuminati Bible, the Illuminati Bible of Divine Light contains in addition to the content of that book many other new chapters that appeared with the new Wisdom Collections or with the final form of the Coaxialism. In the last edition of the Wisdom Collection, I published six other new books of philosophical aphorisms, bringing the Collection of Wisdom to a total of 16,777 philosophical aphorisms. The last books refer to topics such as those related, to Justice, to the World after Death, to the philosophy of Artificial Intelligence, to the far Future of Mankind, etc. All this highlights not only a Bible with concepts like the one I called the Illuminati Bible but also one that fully reflects my thinking and faith as a whole, which is based on my philosophical-religious system called Coaxialism, and therefore, the book could not be called otherwise than the Illuminati Bible of Divine Light. Especially since in this book, entitled the Illuminati Bible of Divine Light, there is also the final form of my philosophical-religious system called Coaxialism, where I refer to Transcendental Coaxiological Mathematics but also to Mathematical Psychology. I am convinced that philosophy, Coaxialism, will become part of the Religion of the Future, a Religion whose churches will be the souls of the People. Yes, I want that the soul of every Man to be a Temple of worship, Enlightened by the Divine Light of Absolute Truth, whose Thought is reflected by the Universal Consciousness of the Universal Pure Language. A Language whose Words are infinite, and of all these Words, one of them is our God, that is, our Creator Factor and Unique-Incidentally, who gave birth to this World. Sorin Cerin July 7, 2021",1045.0,['Philosophy'],5.0,2.0,http://books.google.com/books/content?id=bMk3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=bMk3EAAAQBAJ&pg=PP1&dq=Action+%26+Adventure&hl=&as_brr=1&cd=412&source=gbs_api,,No link available
The Glorious Mystery,['Arthur Machen'],"A collection of essays, reviews, etc., contributed to London journals. Most are centered around religion and Christianity, specifically the Holy Grail mythos, though others deal with literary criticism. Also included is ""The Iron Maid,"" a fictional short story previously published in the author's ""The Three Imposters,"" yet retracted from subsequent printings. cf. Foreword.",238.0,['Grail'],,,http://books.google.com/books/content?id=fmoGAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=fmoGAQAAIAAJ&pg=PP1&dq=Mystery&hl=&as_brr=1&cd=7&source=gbs_api,,https://play.google.com/store/books/details?id=fmoGAQAAIAAJ&rdid=book-fmoGAQAAIAAJ&rdot=1&source=gbs_api
The Mystery of the Grand Bazaar,['Jordan  Moore'],"Young readers will love the beautiful illustrations and adventurous text in this story about a young boy named Zeyd who enjoys working at the bazaar. One day, someone does the unthinkable and steals a bag of gold coins from the rug merchant! When the other merchants decide to close the bazaar until the thief is found, Zeyd finds an unlikely culprit.",20.0,['Juvenile Fiction'],,,http://books.google.com/books/content?id=eKt5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=eKt5DwAAQBAJ&pg=PP1&dq=Mystery&hl=&as_brr=1&cd=15&source=gbs_api,,No link available
A Massachusetts Mystery,"['Jason Fairbanks', 'Elizabeth Fales']","""On May 18, 1801 eighteen-year-old Elizabeth Fales died in a pasture in Dedham, Massachusetts. That August her twenty-year-old boyfriend Jason Fairbanks went on trial for her murder. The Fairbanks/Fales case was the celebrity trial of its day, captivating the American public with its gory tale of love and betrayal. The 'Report of the trial of Jason Fairbanks' and 'The solemn declaration of the late unfortunate Jason Fairbanks' were published within months of Jason's execution. They present the cases for the prosecution and the defense, telling a true crime story as mysterious today as on the day Elizabeth Fales died.""--Page 4 of cover.",184.0,['History'],,,http://books.google.com/books/content?id=UT7NEHqhj6AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=UT7NEHqhj6AC&printsec=frontcover&dq=Mystery&hl=&as_brr=1&cd=38&source=gbs_api,,No link available
Tie Dye,['Zara Brooks-Watson'],Tie Dye will take you back to the Sixties and all of the issues of that era. Our main character Julietta Bonaventura becomes friends with two young runaway lovers and must fight the hippie prejudices of the rural Midwest. This is the sequel to Jitterbug (which describes Julie as a child in the Fifties). Journey with us to the Summer of Love in San Francisco and Grant Park in Chicago before the SDS riots during the Democratic National Convention at the Hilton on Michigan Avenue.,214.0,['Fiction'],,,http://books.google.com/books/content?id=1JtQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=1JtQDwAAQBAJ&pg=PP1&dq=Mystery&hl=&as_brr=1&cd=71&source=gbs_api,A Bonaventura Historical Mystery,https://play.google.com/store/books/details?id=1JtQDwAAQBAJ&rdid=book-1JtQDwAAQBAJ&rdot=1&source=gbs_api
The Mystery Hid from Ages and Generations Made Manifest by the Gospel-revelation,['Charles Chauncy'],"""""With our American Philosophy and Religion series, Applewood reissues many primary sources published throughout American history. Through these books, scholars, interpreters, students, and non-academics alike can see the thoughts and beliefs of Americans who came before us.""""",434.0,['Philosophy'],,,http://books.google.com/books/content?id=-XmlsojBMa0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=-XmlsojBMa0C&printsec=frontcover&dq=Mystery&hl=&as_brr=1&cd=74&source=gbs_api,,No link available
Blasphemy and Mystery,['Vincent Cheung'],"Most of the articles in this collection are written in response to objections raised against various aspects of Christianity. Although some of these objections come from unbelievers, several are from professing Christians who have been critical of the consistently God-centered system of theology, philosophy, and apologetics in Scripture. The objections from professing believers against the Christian faith exhibit patterns of reasoning that are remarkably similar to those found in unbelievers, including some of the intellectual habits and assumptions that underlie atheism. In connection with this, several of the articles examine some of the most treasured and ingrained doctrines that professing believers have invented in order to subvert the teachings of Scripture. They show that these traditional doctrines are not only unbiblical, but often even blasphemous.",,,,,http://books.google.com/books/content?id=fGu5BQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=fGu5BQAAQBAJ&pg=PP1&dq=Mystery&hl=&as_brr=1&cd=79&source=gbs_api,,https://play.google.com/store/books/details?id=fGu5BQAAQBAJ&rdid=book-fGu5BQAAQBAJ&rdot=1&source=gbs_api
The Mystery of Sleep,['John Bigelow'],"Velobinding with Card Stock Covers, Printed on Acid-Free Paper.",156.0,['Sleep'],,,http://books.google.com/books/content?id=tObWAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=tObWAAAAIAAJ&printsec=frontcover&dq=Mystery&hl=&as_brr=1&cd=81&source=gbs_api,,https://play.google.com/store/books/details?id=tObWAAAAIAAJ&rdid=book-tObWAAAAIAAJ&rdot=1&source=gbs_api
I Broke the Mystery of Male Pattern Baldness,['Monico Mercado'],"Mercado uncovers the mysterious causes of male pattern baldness, and reveals the countermeasures or treatments which will effectively prevent hair loss.",143.0,,5.0,2.0,http://books.google.com/books/content?id=z7zr4VXZRNUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=z7zr4VXZRNUC&pg=PP1&dq=Mystery&hl=&as_brr=1&cd=106&source=gbs_api,,No link available
The Mystery of Edwin Drood,['Charles Dickens'],"The biggest mystery of The Mystery of Edwin Drood is how it ends. It began as a serial, as nearly all of Dickens' novels did, but only six installments were published before the author's death in 1870. What we know about Edwin Drood is this: he is betrothed to a young woman named Rosa Bud; they are fond of each other, but uncertain about their future together. Jasper John--Edwin's older uncle and a frequenter of London's opium dens--is infatuated with Rosa, as is Neville Landless, and the two begin to compete for her affection behind the scenes. Then, on Christmas Eve, Drood disappears, leaving behind only a pin and a pocket watch. What became of Edwin Drood that fateful night is one of the greatest unsolved mysteries in literature and it continues to intrigue readers, writers, and literary historians more than 100 years after Dickens' death. This is a free digital copy of a book that has been carefully scanned by Google as part of a project to make the world's books discoverable online. To make this print edition available as an ebook, we have extracted the text using Optical Character Recognition (OCR) technology and submitted it to a review process to ensure its accuracy and legibility across different screen sizes and devices. Google is proud to partner with libraries to make this book available to readers everywhere.",240.0,,3.0,35.0,http://books.google.com/books/content?id=pMcBAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=pMcBAAAAQAAJ&printsec=frontcover&dq=Mystery&hl=&as_brr=1&cd=109&source=gbs_api,,https://play.google.com/store/books/details?id=pMcBAAAAQAAJ&rdid=book-pMcBAAAAQAAJ&rdot=1&source=gbs_api
The Mystery of the Vanishing Benefits,['Martin Ravallion'],"This entertaining introduction to the concepts and methods of impact evaluation, as seen through the eyes of Ms. Speedy Analyst, assumes readers are familiar with basic statistics up to regression analysis (as covered in an introductory text on econometrics).",40.0,['Ayuda economica'],,,http://books.google.com/books/content?id=NJC6vxOw1KkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=NJC6vxOw1KkC&printsec=frontcover&dq=Mystery&hl=&as_brr=1&cd=119&source=gbs_api,Ms Speedy Analyst's Introduction to Evaluation,No link available
Mystery of the Faith,['Jonathan Teague'],"Why have we absorbed opinions and teachings from other people, and the media regarding the validity of the Bible, scientific thought, and the existence of God? Does science disprove God's existence? What is the true nature of the Creation Vs Evolution Debate? What can the Bible actually teach us? There is much knowledge that we can learn and understand. So what should we learn? What can lead us to a better understanding of life? Why should be concerned with seeking answers for these questions? Read Mystery of the Faith to discover the truth and learn Christianities best kept secret.",184.0,['Religion'],,,http://books.google.com/books/content?id=DWJaabKtM30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=DWJaabKtM30C&pg=PA141&dq=Mystery&hl=&as_brr=1&cd=138&source=gbs_api,,No link available
The Mystery of Metropolisville,['Edward Eggleston'],"The Mystery of Metropolisville centers on a tragic boating accident on ""Diamond Lake"" in ""Metropolisville,"" which lies near the ""Big Gun River"" in ""Wheat County."" The plot is populated with various Western types, such as a seedy land speculator named Mr. Plausaby, his beautiful step-daughter Katy, a college student from back east who falls in love with Katy, Whiskey Jim the stage-coach driver, and a displaced Hoosier poet in a sod cabin",332.0,['Fiction'],,,http://books.google.com/books/content?id=lqsEAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=lqsEAQAAIAAJ&pg=PA110&dq=Mystery&hl=&as_brr=1&cd=139&source=gbs_api,,https://play.google.com/store/books/details?id=lqsEAQAAIAAJ&rdid=book-lqsEAQAAIAAJ&rdot=1&source=gbs_api
Taking the Mystery Out of Retirement Planning,Unknown,"The key to a comfortable retirement is planing well in advance. Yet a recent survey indicates that with the ""Baby Boom"" generation approaching retirement age, less than half of Amer. have calculated how much they will need to save for retirement. To help Amer. prepare for retirement, the U.S. Dept. of Labor has developed this book. The info. contained here is valuable to everyone, but the book is specifically designed to help those who are about a decade from retirement. Contents: Planning for a Lifetime; Tracking Down Today's Money; Tracking Down Future Money at Retirement & After; Tracking Down Future Expenses; Comparing Income & Expenses; Making Your Money Last; & Tracking Down Help for Retirement Resources. Large print. Illus.",68.0,,,,http://books.google.com/books/content?id=lyndSzmZgaIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=lyndSzmZgaIC&pg=PA3&dq=Mystery&hl=&as_brr=1&cd=140&source=gbs_api,,No link available
Historical Mysteries,['Andrew Lang'],"A book of historical sketches, including chapters on the Count of St. Germain and Cagliostro's involvement in the affair of the cardinal's necklace.",330.0,['History'],3.0,1.0,http://books.google.com/books/content?id=mJlmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=mJlmAAAAMAAJ&pg=PP1&dq=Mystery&hl=&as_brr=1&cd=155&source=gbs_api,,https://play.google.com/store/books/details?id=mJlmAAAAMAAJ&rdid=book-mJlmAAAAMAAJ&rdot=1&source=gbs_api
Initiation into the Mysteries of the Ancient World,['Jan N. Bremmer'],"The ancient Mysteries have long attracted the interest of scholars, an interest that goes back at least to the time of the Reformation. After a period of interest around the turn of the twentieth century, recent decades have seen an important study of Walter Burkert (1987). Yet his thematic approach makes it hard to see how the actual initiation into the Mysteries took place. To do precisely that is the aim of this book. It gives a ‘thick description’ of the major Mysteries, not only of the famous Eleusinian Mysteries, but also those located at the interface of Greece and Anatolia: the Mysteries of Samothrace, Imbros and Lemnos as well as those of the Corybants. It then proceeds to look at the Orphic-Bacchic Mysteries, which have become increasingly better understood due to the many discoveries of new texts in the recent times. Having looked at classical Greece we move on to the Roman Empire, where we study not only the lesser Mysteries, which we know especially from Pausanias, but also the new ones of Isis and Mithras. We conclude our book with a discussion of the possible influence of the Mysteries on emerging Christianity. Its detailed references and up-to-date bibliography will make this book indispensable for any scholar interested in the Mysteries and ancient religion, but also for those scholars who work on initiation or esoteric rituals, which were often inspired by the ancient Mysteries.",274.0,['Religion'],,,http://books.google.com/books/content?id=N2zyCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=N2zyCQAAQBAJ&pg=PA149&dq=Mystery&hl=&as_brr=1&cd=156&source=gbs_api,,https://play.google.com/store/books/details?id=N2zyCQAAQBAJ&rdid=book-N2zyCQAAQBAJ&rdot=1&source=gbs_api
The Case of the Mysterious Notes,['Joe Rhatigan'],"Quinn Gray, Private Detective, is known at her school as the person to hire when you need a mystery solved. When her friend Jessica starts receiving mysterious notes at her desk, will Quinn be able to crack the case? This mystery fiction book supports early fluent readers on their journey to independent reading. Engage students’ natural curiosity with fun and inspiring real-world stories. Perfect for shared or guided reading, this book cultivates lifelong reading success.",31.0,['Juvenile Fiction'],,,http://books.google.com/books/content?id=ZpZkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=ZpZkEAAAQBAJ&pg=PP1&dq=Mystery&hl=&as_brr=1&cd=157&source=gbs_api,,No link available
My Friend the Murderer,['Arthur Conan Doyle'],"Many fans of Arthur Conan Doyle are best acquainted with the author's vast body of detective stories featuring detective Sherlock Holmes. But Doyle also wrote a number of horror and crime-related tales in which the illustrious Holmes doesn't make an appearance. This chilling tale, set in an Australian prison, gives readers a glimpse into the cold heart of a hardened criminal.",300.0,['Detective and mystery stories'],,,http://books.google.com/books/content?id=a-M1AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=a-M1AQAAMAAJ&printsec=frontcover&dq=Mystery&hl=&as_brr=1&cd=160&source=gbs_api,And Other Mysteries and Adventures,https://play.google.com/store/books/details?id=a-M1AQAAMAAJ&rdid=book-a-M1AQAAMAAJ&rdot=1&source=gbs_api
Solstice,['Sophia Watson'],"Jake Wheeler, a child computer prodigy and adult hacker, is about to undergo a radical personality change. Bullied as a child, inheriting a vast fortune from his Scottish grandfather, he is being chased by a slew of international police. Now is not the time to change, but he is a lost man and has no option. His personal helicopter loses altitude over the Scottish Hebrides, he must survive. Less Literally, life has driven Jacob Wheeler to ground level. A year ago (See: Snow Angels or No Angels, Book 2), Jake lost altitude off the cliffs of one of the Hebrides islands, possibly the Isle of Lewis. A ferocious wind storm knocked his personal helicopter into the very edge of a cliff. He teetered there until he managed to escape with his survival backpack and a bottle of Glenlivet whiskey. He was to need both. There is a dark side to the bucolic, rural peace that is Silver Lake. Again, we shall meet the brilliant Scotsman, computer programmer and former criminal hacker, Jacob Wheeler. Now a changed man. Travel with us again to the Outer Hebrides of Scotland to find out why the politico-hacker organization ""Anonymous"" helps him on the dangerous path he must follow. Hold your breath as two Cyber Vigilantes chase down the FBI trying to arrest Jake, and the murderous code writers trying to kidnap him. This is the sequel to our cyber crime novel ""Snow Angels: Silver Lake Mysteries, Book 2"" a deeper look at computer hacking from a neophyte view.",200.0,['Fiction'],,,http://books.google.com/books/content?id=ntucDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=ntucDwAAQBAJ&printsec=frontcover&dq=Mystery&hl=&as_brr=1&cd=165&source=gbs_api,Silver Lake Mysteries: Book 4,https://play.google.com/store/books/details?id=ntucDwAAQBAJ&rdid=book-ntucDwAAQBAJ&rdot=1&source=gbs_api
Unsolved! Mysterious Places,"['Lisa  Greathouse', 'Stephanie Kuligowski']","Shares information on different mysterious places and rumored oddities, including Stonehenge, Atlantis, and Roswell, N.M.",52.0,['Juvenile Nonfiction'],,,http://books.google.com/books/content?id=OfBR49Pq2HEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=OfBR49Pq2HEC&pg=PA39&dq=Mystery&hl=&as_brr=1&cd=168&source=gbs_api,,No link available
Mysterious Disappearances,['Ron Quinn'],"There are many strange stories that just cannot be explained. This is a collection of reported mysterious disappearances, odd happenings, sightings of little people and very strange, unexplained tales. The following stories are a glimpse into a world that lies on the fringes of our reality. Only occasionally will these mysteries reveal themselves. This is one of those times.",202.0,"['Body, Mind & Spirit']",,,http://books.google.com/books/content?id=WpTcBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=WpTcBAAAQBAJ&printsec=frontcover&dq=Mystery&hl=&as_brr=1&cd=176&source=gbs_api,And Other Strange Tales,https://play.google.com/store/books/details?id=WpTcBAAAQBAJ&rdid=book-WpTcBAAAQBAJ&rdot=1&source=gbs_api
